bucket,created_at,mimetype,object_key,owner,size_bytes,updated_at
avatars,2026-05-12 14:33:08.788994+00:00,image/png,8323df4e-858a-47fd-a03a-73a7b44161cb/avatar.png,8323df4e-858a-47fd-a03a-73a7b44161cb,769364,2026-05-12 14:33:08.788994+00:00
